Year,NPC,Offence,Number (Case),Neighbourhood,Postal,Number
2018,Clementi Police Division - Bukit Merah West NPC,Housebreaking,5, Bukit Merah West ,159682,5
2018,Clementi Police Division - Bukit Merah West NPC,Snatch Theft,0, Bukit Merah West ,159682,0
2018,Clementi Police Division - Bukit Merah West NPC,Theft Of Motor Vehicle,2, Bukit Merah West ,159682,2
2018,Clementi Police Division - Bukit Merah West NPC,Outrage Of Modesty,44, Bukit Merah West ,159682,44
2018,Clementi Police Division - Clementi NPC,Robbery,2, Clementi ,149725,2
2018,Clementi Police Division - Clementi NPC,Housebreaking,8, Clementi ,149725,8
2018,Clementi Police Division - Clementi NPC,Snatch Theft,2, Clementi ,149725,2
2018,Clementi Police Division - Clementi NPC,Theft Of Motor Vehicle,0, Clementi ,149725,0
2018,Clementi Police Division - Clementi NPC,Outrage Of Modesty,28, Clementi ,149725,28
2018,Clementi Police Division - Jurong East NPC,Robbery,0, Jurong East ,609962,0
2018,Clementi Police Division - Jurong East NPC,Housebreaking,8, Jurong East ,609962,8
2018,Clementi Police Division - Jurong East NPC,Snatch Theft,0, Jurong East ,609962,0
2018,Clementi Police Division - Jurong East NPC,Theft Of Motor Vehicle,3, Jurong East ,609962,3
2018,Clementi Police Division - Jurong East NPC,Outrage Of Modesty,45, Jurong East ,609962,45
2018,Clementi Police Division - Queenstown NPC,Robbery,0, Queenstown ,149725,0
2018,Clementi Police Division - Queenstown NPC,Housebreaking,11, Queenstown ,149725,11
2018,Clementi Police Division - Queenstown NPC,Snatch Theft,2, Queenstown ,149725,2
2018,Clementi Police Division - Queenstown NPC,Theft Of Motor Vehicle,3, Queenstown ,149725,3
2018,Clementi Police Division - Queenstown NPC,Outrage Of Modesty,49, Queenstown ,149725,49
2018,Tanglin Police Division - Total,Robbery,10,[Total]Tanglin Police Division - Total,-,10
2018,Tanglin Police Division - Total,Housebreaking,24,[Total]Tanglin Police Division - Total,-,24
2018,Tanglin Police Division - Total,Snatch Theft,2,[Total]Tanglin Police Division - Total,-,2
2018,Tanglin Police Division - Total,Theft Of Motor Vehicle,6,[Total]Tanglin Police Division - Total,-,6
2018,Tanglin Police Division - Total,Outrage Of Modesty,311,[Total]Tanglin Police Division - Total,-,311
2018,Tanglin Police Division - Bishan NPC,Robbery,1, Bishan ,579757,1
2018,Tanglin Police Division - Bishan NPC,Housebreaking,5, Bishan ,579757,5
2018,Tanglin Police Division - Bishan NPC,Snatch Theft,0, Bishan ,579757,0
2018,Tanglin Police Division - Bishan NPC,Theft Of Motor Vehicle,0, Bishan ,579757,0
2018,Tanglin Police Division - Bishan NPC,Outrage Of Modesty,38, Bishan ,579757,38
2018,Tanglin Police Division - Bukit Timah NPC,Robbery,3, Bukit Timah ,268914,3
2018,Tanglin Police Division - Bukit Timah NPC,Housebreaking,5, Bukit Timah ,268914,5
2018,Tanglin Police Division - Bukit Timah NPC,Snatch Theft,0, Bukit Timah ,268914,0
2018,Tanglin Police Division - Bukit Timah NPC,Theft Of Motor Vehicle,2, Bukit Timah ,268914,2
2018,Tanglin Police Division - Bukit Timah NPC,Outrage Of Modesty,31, Bukit Timah ,268914,31
2018,Tanglin Police Division - Kampong Java NPC,Robbery,1, Kampong Java ,228892,1
2018,Tanglin Police Division - Kampong Java NPC,Housebreaking,1, Kampong Java ,228892,1
2018,Tanglin Police Division - Kampong Java NPC,Snatch Theft,1, Kampong Java ,228892,1
2018,Tanglin Police Division - Kampong Java NPC,Theft Of Motor Vehicle,0, Kampong Java ,228892,0
2018,Tanglin Police Division - Kampong Java NPC,Outrage Of Modesty,30, Kampong Java ,228892,30
2018,Tanglin Police Division - Orchard NPC,Robbery,2, Orchard ,239572,2
2018,Tanglin Police Division - Orchard NPC,Housebreaking,9, Orchard ,239572,9
2018,Tanglin Police Division - Orchard NPC,Snatch Theft,0, Orchard ,239572,0
2018,Tanglin Police Division - Orchard NPC,Theft Of Motor Vehicle,1, Orchard ,239572,1
2018,Tanglin Police Division - Orchard NPC,Outrage Of Modesty,173, Orchard ,239572,173
2018,Tanglin Police Division - Toa Payoh NPC,Robbery,3, Toa Payoh ,319194,3
2018,Tanglin Police Division - Toa Payoh NPC,Housebreaking,4, Toa Payoh ,319194,4
2018,Tanglin Police Division - Toa Payoh NPC,Snatch Theft,1, Toa Payoh ,319194,1
2018,Tanglin Police Division - Toa Payoh NPC,Theft Of Motor Vehicle,3, Toa Payoh ,319194,3
2018,Tanglin Police Division - Toa Payoh NPC,Outrage Of Modesty,39, Toa Payoh ,319194,39
2018,Ang Mo Kio Police Division - Total,Robbery,10,[Total]Ang Mo Kio Police Division - Total,-,10
2018,Ang Mo Kio Police Division - Total,Housebreaking,57,[Total]Ang Mo Kio Police Division - Total,-,57
2018,Ang Mo Kio Police Division - Total,Snatch Theft,12,[Total]Ang Mo Kio Police Division - Total,-,12
2018,Ang Mo Kio Police Division - Total,Theft Of Motor Vehicle,18,[Total]Ang Mo Kio Police Division - Total,-,18
2018,Ang Mo Kio Police Division - Total,Outrage Of Modesty,327,[Total]Ang Mo Kio Police Division - Total,-,327
2018,Ang Mo Kio Police Division - Ang Mo Kio North NPC,Robbery,0, Ang Mo Kio North ,569784,0
2018,Ang Mo Kio Police Division - Ang Mo Kio North NPC,Housebreaking,3, Ang Mo Kio North ,569784,3
2018,Ang Mo Kio Police Division - Ang Mo Kio North NPC,Snatch Theft,1, Ang Mo Kio North ,569784,1
2018,Ang Mo Kio Police Division - Ang Mo Kio North NPC,Theft Of Motor Vehicle,2, Ang Mo Kio North ,569784,2
2018,Ang Mo Kio Police Division - Ang Mo Kio North NPC,Outrage Of Modesty,28, Ang Mo Kio North ,569784,28
2018,Ang Mo Kio Police Division - Ang Mo Kio South NPC,Robbery,1, Ang Mo Kio South ,569929,1
2018,Ang Mo Kio Police Division - Ang Mo Kio South NPC,Housebreaking,4, Ang Mo Kio South ,569929,4
2018,Ang Mo Kio Police Division - Ang Mo Kio South NPC,Snatch Theft,3, Ang Mo Kio South ,569929,3
2018,Ang Mo Kio Police Division - Ang Mo Kio South NPC,Theft Of Motor Vehicle,2, Ang Mo Kio South ,569929,2
2018,Ang Mo Kio Police Division - Ang Mo Kio South NPC,Outrage Of Modesty,34, Ang Mo Kio South ,569929,34
2018,Ang Mo Kio Police Division - Hougang NPC,Robbery,4, Hougang ,538775,4
2018,Ang Mo Kio Police Division - Hougang NPC,Housebreaking,9, Hougang ,538775,9
2018,Ang Mo Kio Police Division - Hougang NPC,Snatch Theft,1, Hougang ,538775,1
2018,Ang Mo Kio Police Division - Hougang NPC,Theft Of Motor Vehicle,1, Hougang ,538775,1
2018,Ang Mo Kio Police Division - Hougang NPC,Outrage Of Modesty,52, Hougang ,538775,52
2018,Ang Mo Kio Police Division - Punggol NPC,Robbery,3, Punggol ,828837,3
2018,Ang Mo Kio Police Division - Punggol NPC,Housebreaking,5, Punggol ,828837,5
2018,Ang Mo Kio Police Division - Punggol NPC,Snatch Theft,1, Punggol ,828837,1
2018,Ang Mo Kio Police Division - Punggol NPC,Theft Of Motor Vehicle,1, Punggol ,828837,1
2018,Ang Mo Kio Police Division - Punggol NPC,Outrage Of Modesty,23, Punggol ,828837,23
2018,Ang Mo Kio Police Division - Sembawang NPC,Robbery,0, Sembawang ,757633,0
2018,Ang Mo Kio Police Division - Sembawang NPC,Housebreaking,4, Sembawang ,757633,4
2018,Ang Mo Kio Police Division - Sembawang NPC,Snatch Theft,0, Sembawang ,757633,0
2018,Ang Mo Kio Police Division - Sembawang NPC,Theft Of Motor Vehicle,1, Sembawang ,757633,1
2018,Ang Mo Kio Police Division - Sembawang NPC,Outrage Of Modesty,27, Sembawang ,757633,27
2018,Ang Mo Kio Police Division - Sengkang NPC,Robbery,1, Sengkang ,545025,1
2018,Ang Mo Kio Police Division - Sengkang NPC,Housebreaking,8, Sengkang ,545025,8
2018,Ang Mo Kio Police Division - Sengkang NPC,Snatch Theft,1, Sengkang ,545025,1
2018,Ang Mo Kio Police Division - Sengkang NPC,Theft Of Motor Vehicle,2, Sengkang ,545025,2
2018,Ang Mo Kio Police Division - Sengkang NPC,Outrage Of Modesty,49, Sengkang ,545025,49
2018,Ang Mo Kio Police Division - Serangoon NPC,Robbery,0, Serangoon ,556129,0
2018,Ang Mo Kio Police Division - Serangoon NPC,Housebreaking,10, Serangoon ,556129,10
2018,Ang Mo Kio Police Division - Serangoon NPC,Snatch Theft,2, Serangoon ,556129,2
2018,Ang Mo Kio Police Division - Serangoon NPC,Theft Of Motor Vehicle,1, Serangoon ,556129,1
2018,Ang Mo Kio Police Division - Serangoon NPC,Outrage Of Modesty,36, Serangoon ,556129,36
2018,Ang Mo Kio Police Division - Yishun North NPC,Robbery,1, Yishun North ,768827,1
2018,Ang Mo Kio Police Division - Yishun North NPC,Housebreaking,12, Yishun North ,768827,12
2018,Ang Mo Kio Police Division - Yishun North NPC,Snatch Theft,3, Yishun North ,768827,3
2018,Ang Mo Kio Police Division - Yishun North NPC,Theft Of Motor Vehicle,5, Yishun North ,768827,5
2018,Ang Mo Kio Police Division - Yishun North NPC,Outrage Of Modesty,43, Yishun North ,768827,43
2018,Ang Mo Kio Police Division - Yishun South NPC,Robbery,0, Yishun South ,768456,0
2018,Ang Mo Kio Police Division - Yishun South NPC,Housebreaking,2, Yishun South ,768456,2
2018,Ang Mo Kio Police Division - Yishun South NPC,Snatch Theft,0, Yishun South ,768456,0
2018,Ang Mo Kio Police Division - Yishun South NPC,Theft Of Motor Vehicle,3, Yishun South ,768456,3
2018,Ang Mo Kio Police Division - Yishun South NPC,Outrage Of Modesty,33, Yishun South ,768456,33
2018,Bedok Police Division - Total,Robbery,13,[Total]Bedok Police Division - Total,-,13
2018,Bedok Police Division - Total,Housebreaking,24,[Total]Bedok Police Division - Total,-,24
2018,Bedok Police Division - Total,Snatch Theft,10,[Total]Bedok Police Division - Total,-,10
2018,Bedok Police Division - Total,Theft Of Motor Vehicle,42,[Total]Bedok Police Division - Total,-,42
2018,Bedok Police Division - Total,Outrage Of Modesty,288,[Total]Bedok Police Division - Total,-,288
2018,Bedok Police Division - Bedok North NPC,Robbery,2, Bedok North ,469676,2
2018,Bedok Police Division - Bedok North NPC,Housebreaking,3, Bedok North ,469676,3
2018,Bedok Police Division - Bedok North NPC,Snatch Theft,0, Bedok North ,469676,0
2018,Bedok Police Division - Bedok North NPC,Theft Of Motor Vehicle,9, Bedok North ,469676,9
2018,Bedok Police Division - Bedok North NPC,Outrage Of Modesty,43, Bedok North ,469676,43
2018,Bedok Police Division - Bedok South NPC,Robbery,0, Bedok South ,469045,0
2018,Bedok Police Division - Bedok South NPC,Housebreaking,4, Bedok South ,469045,4
2018,Bedok Police Division - Bedok South NPC,Snatch Theft,1, Bedok South ,469045,1
2018,Bedok Police Division - Bedok South NPC,Theft Of Motor Vehicle,6, Bedok South ,469045,6
2018,Bedok Police Division - Bedok South NPC,Outrage Of Modesty,20, Bedok South ,469045,20
2018,Bedok Police Division - Changi NPC,Robbery,1, Changi ,529914,1
2018,Bedok Police Division - Changi NPC,Housebreaking,2, Changi ,529914,2
2018,Bedok Police Division - Changi NPC,Snatch Theft,0, Changi ,529914,0
2018,Bedok Police Division - Changi NPC,Theft Of Motor Vehicle,2, Changi ,529914,2
2018,Bedok Police Division - Changi NPC,Outrage Of Modesty,47, Changi ,529914,47
2018,Bedok Police Division - Geylang NPC,Robbery,8, Geylang ,401094,8
2018,Bedok Police Division - Geylang NPC,Housebreaking,7, Geylang ,401094,7
2018,Bedok Police Division - Geylang NPC,Snatch Theft,9, Geylang ,401094,9
2018,Bedok Police Division - Geylang NPC,Theft Of Motor Vehicle,14, Geylang ,401094,14
2018,Bedok Police Division - Geylang NPC,Outrage Of Modesty,68, Geylang ,401094,68
2018,Bedok Police Division - Marine Parade NPC,Robbery,1, Marine Parade ,449296,1
2018,Bedok Police Division - Marine Parade NPC,Housebreaking,6, Marine Parade ,449296,6
2018,Bedok Police Division - Marine Parade NPC,Snatch Theft,0, Marine Parade ,449296,0
2018,Bedok Police Division - Marine Parade NPC,Theft Of Motor Vehicle,0, Marine Parade ,449296,0
2018,Bedok Police Division - Marine Parade NPC,Outrage Of Modesty,32, Marine Parade ,449296,32
2018,Bedok Police Division - Pasir Ris NPC,Robbery,0, Pasir Ris ,519457,0
2018,Bedok Police Division - Pasir Ris NPC,Housebreaking,1, Pasir Ris ,519457,1
2018,Bedok Police Division - Pasir Ris NPC,Snatch Theft,0, Pasir Ris ,519457,0
2018,Bedok Police Division - Pasir Ris NPC,Theft Of Motor Vehicle,3, Pasir Ris ,519457,3
2018,Bedok Police Division - Pasir Ris NPC,Outrage Of Modesty,32, Pasir Ris ,519457,32
2018,Bedok Police Division - Tampines NPC,Robbery,1, Tampines ,529682,1
2018,Bedok Police Division - Tampines NPC,Housebreaking,1, Tampines ,529682,1
2018,Bedok Police Division - Tampines NPC,Snatch Theft,0, Tampines ,529682,0
2018,Bedok Police Division - Tampines NPC,Theft Of Motor Vehicle,8, Tampines ,529682,8
2018,Bedok Police Division - Tampines NPC,Outrage Of Modesty,45, Tampines ,529682,45
2018,Jurong Police Division - Total,Robbery,18,[Total]Jurong Police Division - Total,-,18
2018,Jurong Police Division - Total,Housebreaking,41,[Total]Jurong Police Division - Total,-,41
2018,Jurong Police Division - Total,Snatch Theft,5,[Total]Jurong Police Division - Total,-,5
2018,Jurong Police Division - Total,Theft Of Motor Vehicle,32,[Total]Jurong Police Division - Total,-,32
2018,Jurong Police Division - Total,Outrage Of Modesty,321,[Total]Jurong Police Division - Total,-,321
2018,Jurong Police Division - Bukit Batok NPC,Robbery,1, Bukit Batok ,659840,1
2018,Jurong Police Division - Bukit Batok NPC,Housebreaking,7, Bukit Batok ,659840,7
2018,Jurong Police Division - Bukit Batok NPC,Snatch Theft,1, Bukit Batok ,659840,1
2018,Jurong Police Division - Bukit Batok NPC,Theft Of Motor Vehicle,1, Bukit Batok ,659840,1
2018,Jurong Police Division - Bukit Batok NPC,Outrage Of Modesty,52, Bukit Batok ,659840,52
2018,Jurong Police Division - Bukit Panjang NPC,Robbery,1, Bukit Panjang ,679005,1
2018,Jurong Police Division - Bukit Panjang NPC,Housebreaking,4, Bukit Panjang ,679005,4
2018,Jurong Police Division - Bukit Panjang NPC,Snatch Theft,2, Bukit Panjang ,679005,2
2018,Jurong Police Division - Bukit Panjang NPC,Theft Of Motor Vehicle,3, Bukit Panjang ,679005,3
2018,Jurong Police Division - Bukit Panjang NPC,Outrage Of Modesty,36, Bukit Panjang ,679005,36
2018,Jurong Police Division - Choa Chu Kang NPC,Robbery,0, Choa Chu Kang ,689286,0
2018,Jurong Police Division - Choa Chu Kang NPC,Housebreaking,8, Choa Chu Kang ,689286,8
2018,Jurong Police Division - Choa Chu Kang NPC,Snatch Theft,0, Choa Chu Kang ,689286,0
2018,Jurong Police Division - Choa Chu Kang NPC,Theft Of Motor Vehicle,3, Choa Chu Kang ,689286,3
2018,Jurong Police Division - Choa Chu Kang NPC,Outrage Of Modesty,45, Choa Chu Kang ,689286,45
2018,Jurong Police Division - Jurong West NPC,Robbery,3, Jurong West ,649818,3
2018,Jurong Police Division - Jurong West NPC,Housebreaking,8, Jurong West ,649818,8
2018,Jurong Police Division - Jurong West NPC,Snatch Theft,0, Jurong West ,649818,0
2018,Jurong Police Division - Jurong West NPC,Theft Of Motor Vehicle,4, Jurong West ,649818,4
2018,Jurong Police Division - Jurong West NPC,Outrage Of Modesty,47, Jurong West ,649818,47
2018,Jurong Police Division - Nanyang NPC,Robbery,4, Nanyang ,649482,4
2018,Jurong Police Division - Nanyang NPC,Housebreaking,7, Nanyang ,649482,7
2018,Jurong Police Division - Nanyang NPC,Snatch Theft,1, Nanyang ,649482,1
2018,Jurong Police Division - Nanyang NPC,Theft Of Motor Vehicle,12, Nanyang ,649482,12
2018,Jurong Police Division - Nanyang NPC,Outrage Of Modesty,55, Nanyang ,649482,55
2018,Jurong Police Division - Woodlands NPC,Robbery,na, Woodlands ,738070,0
2018,Jurong Police Division - Woodlands NPC,Housebreaking,na, Woodlands ,738070,0
2018,Jurong Police Division - Woodlands NPC,Snatch Theft,na, Woodlands ,738070,0
2018,Jurong Police Division - Woodlands NPC,Theft Of Motor Vehicle,na, Woodlands ,738070,0
2018,Jurong Police Division - Woodlands NPC,Outrage Of Modesty,na, Woodlands ,738070,0
2018,Jurong Police Division - Woodlands East NPC,Robbery,0, Woodlands East ,738070,0
2018,Jurong Police Division - Woodlands East NPC,Housebreaking,2, Woodlands East ,738070,2
2018,Jurong Police Division - Woodlands East NPC,Snatch Theft,1, Woodlands East ,738070,1
2018,Jurong Police Division - Woodlands East NPC,Theft Of Motor Vehicle,7, Woodlands East ,738070,7
2018,Jurong Police Division - Woodlands East NPC,Outrage Of Modesty,41, Woodlands East ,738070,41
2018,Jurong Police Division - Woodlands West NPC,Robbery,9, Woodlands West ,738070,9
2018,Jurong Police Division - Woodlands West NPC,Housebreaking,5, Woodlands West ,738070,5
2018,Jurong Police Division - Woodlands West NPC,Snatch Theft,0, Woodlands West ,738070,0
2018,Jurong Police Division - Woodlands West NPC,Theft Of Motor Vehicle,2, Woodlands West ,738070,2
2018,Jurong Police Division - Woodlands West NPC,Outrage Of Modesty,43, Woodlands West ,738070,43
2018,Woodlands Police Division - Total,Robbery,0,[Total]Woodlands Police Division - Total,-,0
2018,Woodlands Police Division - Total,Housebreaking,2,[Total]Woodlands Police Division - Total,-,2
2018,Woodlands Police Division - Total,Snatch Theft,0,[Total]Woodlands Police Division - Total,-,0
2018,Woodlands Police Division - Total,Theft Of Motor Vehicle,1,[Total]Woodlands Police Division - Total,-,1
2018,Woodlands Police Division - Total,Outrage Of Modesty,15,[Total]Woodlands Police Division - Total,-,15
2018,Woodlands Police Division - Woodlands East NPC,Robbery,0, Woodlands East ,738070,0
2018,Woodlands Police Division - Woodlands East NPC,Housebreaking,0, Woodlands East ,738070,0
2018,Woodlands Police Division - Woodlands East NPC,Snatch Theft,0, Woodlands East ,738070,0
2018,Woodlands Police Division - Woodlands East NPC,Theft Of Motor Vehicle,0, Woodlands East ,738070,0
2018,Woodlands Police Division - Woodlands East NPC,Outrage Of Modesty,2, Woodlands East ,738070,2
2018,Woodlands Police Division - Woodlands West NPC,Robbery,0, Woodlands West ,738070,0
2018,Woodlands Police Division - Woodlands West NPC,Housebreaking,0, Woodlands West ,738070,0
2018,Woodlands Police Division - Woodlands West NPC,Snatch Theft,0, Woodlands West ,738070,0
2018,Woodlands Police Division - Woodlands West NPC,Theft Of Motor Vehicle,0, Woodlands West ,738070,0
2018,Woodlands Police Division - Woodlands West NPC,Outrage Of Modesty,7, Woodlands West ,738070,7
2018,Woodlands Police Division - Yishun North NPC,Robbery,0, Yishun North ,768827,0
2018,Woodlands Police Division - Yishun North NPC,Housebreaking,2, Yishun North ,768827,2
2018,Woodlands Police Division - Yishun North NPC,Snatch Theft,0, Yishun North ,768827,0
2018,Woodlands Police Division - Yishun North NPC,Theft Of Motor Vehicle,0, Yishun North ,768827,0
2018,Woodlands Police Division - Yishun North NPC,Outrage Of Modesty,4, Yishun North ,768827,4
2018,Woodlands Police Division - Yishun South NPC,Robbery,0, Yishun South ,768456,0
2018,Woodlands Police Division - Yishun South NPC,Housebreaking,0, Yishun South ,768456,0
2018,Woodlands Police Division - Yishun South NPC,Snatch Theft,0, Yishun South ,768456,0
2018,Woodlands Police Division - Yishun South NPC,Theft Of Motor Vehicle,0, Yishun South ,768456,0
2018,Woodlands Police Division - Yishun South NPC,Outrage Of Modesty,1, Yishun South ,768456,1
2018,Woodlands Police Division - Sembawang NPC,Robbery,0, Sembawang ,757633,0
2018,Woodlands Police Division - Sembawang NPC,Housebreaking,0, Sembawang ,757633,0
2018,Woodlands Police Division - Sembawang NPC,Snatch Theft,0, Sembawang ,757633,0
2018,Woodlands Police Division - Sembawang NPC,Theft Of Motor Vehicle,1, Sembawang ,757633,1
2018,Woodlands Police Division - Sembawang NPC,Outrage Of Modesty,1, Sembawang ,757633,1
